Name,Ingredients,Cuisine
General Tso’s Chicken Tenders,"black pepper,chicken tenders,cornstarch,eggs,flour,garlic powder,ground ginger,hoisin sauce,light brown sugar,red pepper flakes,rice vinegar,salt,sesame seeds,soy sauce,vegetable oil,water",chinese
Pork Egg Roll Bowl,"coleslaw mix,garlic cloves,ground pork,hoisin sauce,low sodium soy sauce,minced ginger,onion powder,rice wine vinegar,salt & freshly ground black pepper,scallions,sesame oil,sesame seeds,sweet chili sauce",chinese
Firecracker Orange Chicken Buns,"buns,chicken tenderloins,cornstarch,fresh parsley leaves,garlic powder,ginger powder,honey,mayonnaise,oranges,red pepper flakes,salt,scallions,sesame seeds,soy sauce,sriracha sauce,vegetable oil",chinese
Mongolian Beef Meatballs,"cooked rice,cornstarch,dark brown sugar,eggs,garlic,ginger,ground beef,hoisin sauce,low sodium soy sauce,panko breadcrumbs,red pepper flakes,scallions,sesame oil,toasted sesame seeds",chinese
Sesame Shrimp,"cornstarch,garlic powder,light brown sugar,medium shrimp,pepper,red pepper flakes,rice vinegar,salt,sesame oil,soy sauce,unsalted butter,water",chinese
Authentic Pork Lo Mein - Chinese,"bamboo shoots,carrots,celery,chicken broth,Chinese egg noodles,cornstarch,fresh ginger,garlic cloves,ginger,green onions,mixed mushrooms,onions,oyster sauce,peanut oil,pork tenderloin,red bell peppers,rice vinegar,rice wine,sesame oil,soy sauce,sugar,zucchini",chinese
Kung Pao Chicken,"boneless skinless chicken breasts,cooked rice,cornstarch,crushed red pepper flakes,dry roasted peanuts,garlic cloves,green onions,light sesame oil,powdered ginger,rice wine vinegar,soy sauce,sugar,vegetable oil",chinese
Sesame Bok Choy,"bok choy,brown sugar,canola oil,green onions,ground ginger,light soy sauce,rice wine,sesame seeds,soy sauce",chinese
Easy Egg Roll,"cabbage coleslaw blend,egg roll wraps,garlic cloves,green onions,ground lean pork,onions,pepper,powdered ginger,salt,soy sauce,vegetable oil,water",chinese
The Best Bourbon Chicken!,"boneless chicken thighs,Bourbon,brown sugar,garlic cloves,peanut oil,powdered ginger,rice vinegar,scallions,soy sauce",chinese
Sweet and Sour Pork,"brown sugar,carrots,cold water,cornstarch,eggs,flour,garlic cloves,green peppers,oil,pineapple chunks,pork tenderloin,salt,soy sauce,white vinegar",chinese
Sesame Chicken,"boneless skinless chicken breast halves,cornstarch,ground ginger,honey,low sodium soy sauce,red pepper flakes,toasted sesame seeds,water",chinese
Mean Guy's General Tso's Chicken,"chicken thighs,cornstarch,dried chili pods,eggs,rice vinegar,rice wine,soy sauce,sugar",chinese
Chinese Fried Rice,"bean sprouts,carrots,chicken,cooked rice,eggs,frozen peas,green onions,lean boneless pork,light soy sauce,oil,onions,sesame oil,soy sauce",chinese
Szechuan Dan Dan Noodles,"balsamic vinegar,chili paste,Chinese egg noodles,dark sesame oil,fresh cilantro,fresh gingerroot,garlic,green onions,peanut oil,red pepper flakes,rice vinegar,sesame seeds,soy sauce,tamari soy sauce",chinese
Szechuan Shrimp,"canola oil,chili sauce,cornstarch,garlic,gingerroot,green onions,ketchup,red pepper flakes,rice wine,salt,sherry wine,shrimp,soy sauce,sugar",chinese
Din Tai Fung Style Xiao Long Bao (Soup Dumplings),"black vinegar,chicken parts,dried shiitake mushrooms,dumpling wrappers,fresh ginger,garlic cloves,green onions,ground black pepper,ground pork,napa cabbage,salt,sesame oil,shaoxing wine,shrimp,Smithfield Ham,smoked ham,soy sauce,sugar,unflavored gelatin,water",chinese
Chinese Wontons,"carrots,celery,fresh ginger,garlic cloves,green onions,ground pork,oil,sesame oil,soy sauce,sweet and sour sauce,water,wonton wrappers",chinese
Homemade Hoisin Sauce,"black pepper,garlic cloves,honey,hot sauce,molasses,peanut butter,seasoned rice vinegar,sesame seed oil,soy sauce",chinese
Iron Chef Chinese - Chef Chen's Mapo Tofu,"brown bean sauce,chicken stock,chili bean sauce,chili oil,cornstarch,dried red chili peppers,dry sherry,fermented black beans,garlic chives,ground pork,peppercorns,sake,salt,sesame oil,soy sauce,tofu,togarashi pepper,vegetable oil,water",chinese
General Tso's Chicken (Tso Chung Gai),"black pepper,boneless skinless chicken thighs,broccoli florets,cornstarch,dark soy sauce,dried hot chili peppers,dry sherry,eggs,fresh ginger,garlic,green onions,hoisin sauce,peanut oil,rice wine vinegar,salt,sugar",chinese
Soy Ginger Dipping Sauce (For Dumplings or Pot Stickers),"fresh gingerroot,hot red pepper flakes,rice wine vinegar,scallions,soy sauce,sugar,toasted sesame oil",chinese
Egg Drop Soup (Restaurant Style),"chicken broth,cornstarch,egg yolks,eggs,fresh chives,ground ginger,salt",chinese
Xiao Sun Zi Chao Rou Mo (Slender Bamboo Shoots With Ground Pork),"bamboo shoots,chicken stock,dried chili pepper flakes,garlic cloves,ground pork,light soy sauce,peanut oil,red chilies,rice vinegar,salt,scallions,sesame oil,shaoxing wine,sherry wine,water",chinese
"Spicy Cumin Lamb ""Long Life"" Noodles","black vinegar,chili oil,cold water,cooking wine,egg whites,fine salt,lamb,powdered cumin,red onions,scallions,soy sauce,vegetable oil,wheat flour,white sugar",chinese
Crab Rangoon,"crabmeat,cream cheese,garlic,ginger,green onions,oil,sour cream,soy sauce,sugar,wonton wrappers",chinese
Pot Stickers (Chinese Dumplings),"chicken broth,cornstarch,eggs,garlic cloves,green onions,ground pork,peanut oil,pepper,rice wine,salt,sesame oil,soy sauce,wonton skins",chinese
Chow Gai Lan (Jade Green Broccoli),"broccoli,cornstarch,gai lan,garlic cloves,light soy sauce,oil,rice wine,salt,sherry wine,sugar",chinese
Chicken Lo Mein,"boiling water,boneless skinless chicken breasts,cabbage,carrots,celery,cornstarch,dry white wine,frozen green peas,garlic cloves,green onions,ground ginger,instant chicken bouillon granules,sesame oil,soy sauce,thin spaghetti,water chestnuts",chinese
Wonton Soup,"bok choy,carrots,celery,chicken broth,fresh parsley,green onions,lean ground beef,pepper,salt,spinach,wonton skins",chinese
Chinese Dim Sum Pot Stickers,"broth,carrots,cornstarch,eggs,garlic cloves,ginger,green onions,ground chicken,ground lean pork,gyoza skins,peanut oil,rice vinegar,rice wine,sesame oil,sherry wine,sugar,tamari,toasted sesame oil,water",chinese
Sweet and Sour Chicken (or Pork),"baking powder,boneless pork chops,brown sugar,carrots,chicken breasts,cornstarch,flour,green peppers,ground ginger,ketchup,margarine,onions,pepper,pineapple chunks,pineapple juice,salt,soy sauce,vegetable oil,water,white vinegar",chinese
Shrimp Fried Rice,"baby shrimp,cooked rice,eggs,green onions with tops,light soy sauce,vegetable oil,water",chinese
Beef and Broccoli Stir-Fry,"beef,black pepper,broccoli florets,cornstarch,egg whites,garlic cloves,oyster sauce,sherry wine,soy sauce,vegetable oil,white sugar",chinese
Chili Oil (Hong You),"chili flakes,chilies,corn oil,peanut oil",chinese
Szechuan Cucumbers,"crushed red pepper flakes,cucumbers,fresh cilantro,rice vinegar,salt,sesame oil,sugar",chinese
Vegan Mapo Tofu,"chili bean paste,chili oil,cornstarch,fermented black beans,garlic cloves,ginger,green onions,honey,low sodium soy sauce,maple syrup,peanut oil,peanuts,sesame oil,shiitake mushrooms,szechuan peppercorns,tofu,vegetable broth",chinese
Chinese Roast Pork (Char Siu),"chinese rice wine,dry sherry,five-spice powder,garlic,ginger,granulated sugar,hoisin sauce,honey,ketchup,pork shoulder,sesame oil,soy sauce",chinese
Peking Duck,"cucumbers,duck,fresh ginger,green onions,hoisin sauce,honey,Mandarin pancakes,salt,vodka,water",chinese
Easy Rice Congee,"black pepper,boneless skinless chicken breasts,garlic,ginger,oyster sauce,rice,scallions,sesame oil,shiitake mushrooms,soy sauce,water,white pepper",chinese
Braised Sea Cucumbers With Chinese Vegetables,"bamboo shoots,Chinese black mushrooms,cornstarch,ginger,green onions,peanut oil,rice wine,sea cucumbers,sesame oil,soy sauce,stock,sugar,water",chinese
Hainanese Chicken Rice,"chicken,chicken broth,chicken fat,chicken stock,cucumbers,fresh coriander leaves,garlic cloves,garlic oil,ginger,light soya sauce,lime juice,long grain rice,red chilies,salt,screwpine leaves,sesame oil,spring onions,sugar,water",chinese
Fortune Cookies,"almond extract,butter,egg whites,flour,lemon extract,salt,sugar",chinese
Melon Bubble Tea (Boba Tea),"brewed green tea,cantaloupes,coconut milk,honeydews,ice cubes,orange juice,pearl tapioca,sugar,water,watermelon",chinese
Egg Foo Yung,"bamboo shoots,celery,chicken,chicken broth,Chinese cabbage,cooked ham,cornstarch,eggs,fresh bean sprouts,peanut oil,pork,scallions,shrimp,soy sauce,sugar,vinegar,water,water chestnuts",chinese
Chinese Pie of Suzhou Style With Sesame Filling,"all-purpose flour,flour,honey,lard,oil,peppercorns,raisins,salt,sesame,sugar,walnuts,water",chinese
Pea Shoots (Stir-Fried Pea Shoots -- Chow Dau Miu),"fresh ginger,garlic cloves,oyster sauce,pea shoots,sesame oil,soy sauce,sugar,vegetable oil",chinese
Simple Chinese Noodles,"fried Chinese noodles,ginger,green onions,oil,oyster sauce,sesame oil,soya sauce",chinese
Chinese Take-Out: Orange Chicken,"boneless skinless chicken breasts,chicken broth,cold water,cornstarch,eggs,garlic cloves,granulated sugar,ground ginger,hot sauce,orange juice,orange zest,scallions,sesame seeds,soy sauce,vegetable oil,white pepper,white vinegar",chinese
General Tso's Spicy Chicken,"boneless chicken breasts,broccoli florets,cold water,cornstarch,fresh ginger,garlic cloves,honey,olive oil,pepper,red pepper flakes,salt,scallions,soy sauce,white rice",chinese
Amazing Brown Rice Salad,"brown rice,celery,dried cranberries,light balsamic vinaigrette salad dressing,red onions,Splenda granular,water",chinese
Chinese Takeout Pineapple Fried Rice,"chinese rice wine,cooked white rice,dry sherry,fresh pineapple,ham,oyster sauce,peanut oil,red bell peppers,shallots,soy sauce,vegetable oil",chinese
Citrus-Beef Stir-Fry With Carrots (Ww),"apple cider vinegar,carrots,crushed red pepper flakes,fresh orange juice,light brown sugar,onions,orange zest,sesame oil,sirloin strip steaks,soy sauce",chinese
Minado's Perfect Sushi Rice,"kelp,mirin,rice vinegar,salt,sugar,sushi rice,water",japanese
How to Make and  Roll Sushi,"eel,fish,mayonnaise,nori,pickled ginger,rice,smelt,soy sauce,toasted sesame seeds,vegetables,wasabi",japanese
SPICY PORK GYOZA,"black pepper,canola oil,chili oil,chives,cooking wine,garlic cloves,ginger,granulated sugar,green cabbage,ground pork,low sodium soy sauce,mirin,sea salt,sesame oil,water,wonton wrappers",japanese
Soy Ginger Dipping Sauce (For Dumplings or Pot Stickers),"fresh gingerroot,hot red pepper flakes,rice wine vinegar,scallions,soy sauce,sugar,toasted sesame oil",japanese
Crisp Panko Chicken Cutlets w/Tonkatsu Sauce,"black pepper,boneless skinless chicken breast halves,cabbage,Dijon mustard,eggs,flour,granulated sugar,ground allspice,kosher salt,panko breadcrumbs,soy sauce,tomato ketchup,water,Worcestershire sauce",japanese
Japanese Curry (Wafuu),"bay leaves,boneless skinless chicken,butter,canola oil,carrots,chicken stock,crushed tomatoes,curry powder,flour,fresh ginger,fuji apples,garlic cloves,honey,onions,potatoes,salt and pepper,soy sauce",japanese
Japanese Cheesecake,"boiling water,cornstarch,cream cheese,cream of tartar,eggs,jam,lemon juice,superfine sugar,water,whole milk",japanese
Tamago  Yaki (Sushi Omelette),"dashi stock,eggs,mirin,salt,soy sauce,sugar",japanese
Sesame Japanese Cucumber Salad,"cucumbers,dry mustard,sesame oil,soy sauce,Tabasco sauce,toasted sesame seeds,white vinegar",japanese
Hayashi Rice,"bay leaves,beef bouillon cubes,butter,cooked rice,flour,garlic paste,ground cloves,onions,pork loin,salt and pepper,soy sauce,tomato juice,water,Worcestershire sauce",japanese
Miso Shiru Soup,"bonito flakes,bonito tuna,dashi,firm tofu,green onions,kelp,miso,mushrooms,water",japanese
Japanese Barbecued Eel (Unagi Kaba-Yaki),"fish stock,mirin,sake,soy sauce,steaks,sugar",japanese
Onigiri (Japanese Rice Balls),"nori,salt,short-grain rice,umeboshi",japanese
Yakitori,"bamboo skewers,boneless chicken thighs,garlic cloves,green onions,mirin,soy sauce,sugar",japanese
Pork Belly Ramen,"black sesame seeds,brown button mushrooms,chicken stock,chili paste,eggs,garlic cloves,ginger,onions,pepper,pork belly,rice bran oil,salt,scallions,sesame oil,soy sauce,wheat noodles,white miso",japanese
Edamame,"edamame,salt",japanese
Tori No Kara-age (deep Fried Chicken Nuggets),"boneless skinless chicken breasts,cornflour,garlic cloves,gingerroot,lemons,plain flour,salt & freshly ground black pepper,soy sauce,vegetable oil",japanese
Oyakodon - Chicken and Egg Rice Bowl,"boneless chicken thighs,cooked rice,dashi,eggs,green onions,mirin,mitsuba,onions,sake,salt,scallions,soy sauce,sugar",japanese
Ultimate Tempura Batter & Tentsuyu Dipping Sauce,"dashi,egg yolks,flour,ice water,mirin,soy sauce",japanese
Japanese Mum's Chicken,"balsamic vinegar,chicken drumsticks,garlic cloves,hot chili peppers,soy sauce,sugar,water",japanese
Yakisoba,"carrots,Chinese wheat noodles,ginger,lean pork loin,napa cabbage,onions,rice wine,savoy cabbage,scallions,soy sauce,sugar,vegetable oil",japanese
Simple Mochi,"katakuriko,mochiko sweet rice flour,sugar,water",japanese
Miso Ramen Soup,"bean sprouts,cabbage,carrots,fresh ginger,garlic cloves,ground pork,light soy sauce,low sodium chicken broth,miso,olive oil,ramen noodles,sesame oil,sugar",japanese
Okonomiyaki,"all-purpose flour,baking powder,bonito flakes,cabbage,eggs,mayonnaise,pickled ginger,pork,salt,scallions,soymilk,Tonkatsu sauce,vegetable oil",japanese
Tonkatsu (Japanese Pork Cutlet),"boneless pork chops,eggs,flour,panko breadcrumbs,vegetable oil",japanese
Shio Kombu Onigiri (Japanese Seasoned Kelp Rice Ball),"awamori,brown rice,kelp,mirin,nori,sake,soy sauce,sugar,water",japanese
Nikujaga,"beef,carrots,green beans,Konnyaku,onions,potatoes,sake,soy sauce,sugar",japanese
Japanese Hambagu (Hamburg) Steak,"eggs,ground beef,ketchup,milk,onions,panko breadcrumbs,pepper,vegetable oil,Worcestershire sauce",japanese
Japanese Teriyaki Sauce,"ginger,honey,minced garlic cloves,mirin,salt,soya sauce,sugar",japanese
Matcha Green Tea Ice Cream,"egg yolks,green tea powder,heavy cream,hot water,milk,sugar",japanese
Gomae - Japanese Style Spinach Salad,"salt,sesame seeds,soy sauce,spinach,sugar,water",japanese
Japanese Ponzu Sauce With Meyer Lemons,"bonito flakes,kombu seaweed,konbu,lemon juice,mirin,rice vinegar,soy sauce,sugar",japanese
Spam and Egg Onigiri,"eggs,meat,nori,pepper,salt,steamed rice,vegetable oil",japanese
Okinawa Soba With Stir Fried Vegetables,"awamori,bean sprouts,cabbage,carrots,dashi stock,fried tofu,garlic chives,pepper,pork,pork stock,salt,soba noodles,soy sauce,vegetable oil",japanese
Okinawa Soba Noodles,"awamori,brown sugar,dashi,fish cakes,green onions,pickled ginger,pork,salt,soba noodles,soy sauce,water",japanese
Steamed Snapper in Japanese Sauce (Tai Nitsuke),"burdock root,ginger,mirin,red snapper,sake,soy sauce,sugar",japanese
Chinjao Rosu,"bamboo shoots,beef,cornstarch,garlic cloves,green peppers,oyster sauce,pepper,sake,sesame oil,soy sauce,sugar",japanese
Okinawa Deep Fried Doughnuts (Sata Andagi),"all-purpose flour,baking powder,brown sugar,butter,eggs,oil,salt",japanese
Okinawa Stir-Fried Bitter Melon (Goya Chanpuru),"bean sprouts,bitter melons,bonito flakes,eggs,onions,pepper,pork,salt,sesame oil",japanese
Chahan - Japanese Fried Rice,"bacon,carrots,eggs,green onions,olive oil,pepper,sake,salt,soy sauce,white rice",japanese
Sekihan,"adzuki beans,glutinous rice,sesame seeds,shiso,water,watercress",japanese
Korokke,"eggs,flour,ground beef,onions,panko breadcrumbs,pepper,potatoes,salt,vegetable oil",japanese
Gyudon (Beef Bowl),"beef,cooked rice,dashi powder,mirin,onions,sake,soy sauce,sugar,water",japanese
Sukiyaki,"angel hair pasta,bean sprouts,beef sirloin steaks,celery,Chinese cabbage,Egg Beaters egg substitute,eggs,green onions,mushrooms,oil,onions,sherry wine,soy sauce,sugar,tofu,water",japanese
Crab Risotto - Kani Zosui -,"canned crabmeat,cooked rice,dashi,eggs,ginger juice,light soy sauce,mirin,nori,salt,scallions",japanese
Tsukimi Udon (full Moon Udon),"boiling water,chicken broth,cold water,eggs,leeks,mirin,noodles,pepper,salt,soy sauce,sugar",japanese
Fish Shaped Pancake (Taiyaki),"all-purpose flour,apples,baking powder,butter,eggs,ground cinnamon,ground nutmeg,milk,nuts,oil,raisins,salt,sugar,vanilla",japanese
Garnished Rice With Green Tea (Ocha-Zuke),"chicken breasts,cooked rice,coriander,fresh ginger,green tea,nori,salmon,sesame seeds,wasabi",japanese
Zenzai - Dango in Azuki,"azuki beans,mochiko sweet rice flour,salt,sugar",japanese
Katsu-don (Pork Cutlet Donburi),"boneless pork chops,breadcrumbs,broth,eggs,flour,green peas,mirin,rice,salt & pepper,soy sauce,sugar,vegetable oil,water",japanese
Miso Ramen Soup,"bean sprouts,cabbage,carrots,fresh ginger,garlic cloves,ground pork,light soy sauce,low sodium chicken broth,miso,olive oil,ramen noodles,sesame oil,sugar",japanese
Chicken Katsu Curry,"all-purpose flour,black pepper,butter,cabbage,carrots,chicken cutlets,cooked white rice,curry,daikon radishes,eggs,garlic cloves,green apples,onions,panko breadcrumbs,potatoes,red radishes,rice vinegar,scallions,vegetable oil,water",japanese
Spicy Mint Tea,"boiling water,cayenne pepper,cinnamon sticks,lemon juice,lemons,mint sprigs,orange pekoe tea bags,white sugar",japanese
Asian Carrot Noodle Salad,"carrots,hot water,noodles,rice wine vinegar,salt,sugar",japanese
"Kabocha Squash, Japanese Style","brown sugar,honey,kabocha squash,soy sauce",japanese
Ham and Manchego Croquetas With Smoked Paprika Aioli,"all-purpose flour,eggs,extra virgin olive oil,fresh lemon juice,garlic cloves,kosher salt,manchego cheese,mayonnaise,nutmeg,panko breadcrumbs,prosciutto,serrano ham,sweet smoked paprika,unsalted butter,vegetable oil,whole milk",spanish
Easy Pan Con Tomato,"garlic,garlic salt,olive oil,peasant bread,salt,tomatoes",spanish
Fabada Austurianas,"butter,chorizo sausage,fabada beans,ham,olive oil,onions,saffron,salt",spanish
Real Spanish Gazpacho from Spain,"cucumbers,French bread,garlic cloves,green sweet peppers,ground cumin,onions,red wine vinegar,salt,tomatoes,virgin olive oil",spanish
"Patatas Bravas  -  Potatoes for the Brave, Spanish Style!","chili powder,chopped tomatoes,fresh parsley,garlic cloves,hot smoked paprika,olive oil,potatoes,Spanish onions,sugar,sweet smoked paprika,tomato puree",spanish
Spanish Potato Omelet (Tortilla a la Espanola),"coarse salt,eggs,olive oil,onions,potatoes",spanish
Chorizo Al Vino (Chorizo in Red Wine),"bread,chorizo sausage,extra virgin olive oil,ground black pepper,red wine,thyme",spanish
Authentic Spanish Paella,"bell peppers,chicken stock,chorizo sausages,fresh parsley,fresh thyme,garlic cloves,green beans,lemons,onions,paprika,plum tomatoes,rabbit,rice,saffron,shrimp,tomato paste",spanish
Galician Soup ( Caldo Gallego ),"bay leaves,cannellini beans,collard greens,cumin powder,garlic cloves,ham steaks,potatoes,salt & pepper,spanish chorizo,sweet paprika,veal steak,water,yellow onions",spanish
Castilian Garlic Soup - Sopa De Ajo,"chicken stock,eggs,extra virgin olive oil,flat leaf parsley,garlic cloves,salt,sweet paprika,white bread,white wine",spanish
Gambas Al Ajillo (Shrimp W/ Garlic) Catalonia,"butter,flat leaf parsley,fresh ground pepper,fresh lemon juice,garlic cloves,olive oil,paprika,red pepper flakes,salt,shrimp",spanish
Crema Catalana,"cinnamon sticks,cornstarch,egg yolks,lemons, rind of,milk,sugar",spanish
Salmorejo  (Without Bread),"almond flour,bacon,chicken broth,fresh ground pepper,garlic cloves,hard-boiled eggs,olive oil,plum tomatoes,red wine vinegar,sea salt,shallots",spanish
Spanish Chickpeas and Cod (Garbanzos Con Bacalao),"dried garbanzo beans,garlic,green peppers,olive oil,paprika,potatoes,salt and pepper,salt cod fish,tomatoes,white onions",spanish
Basic Spanish Flan,"eggs,evaporated milk,granulated sugar,honey,sugar,vanilla extract,whole milk",spanish
Arroz Con Leche,"cinnamon sticks,lemon peel,milk,raisins,rice,salt,sugar,vanilla extract,water",spanish
Summer Red Wine Sangria,"Burgundy wine,ice,lemon juice,lemons,orange juice,orange-flavored liqueur,oranges,sugar",spanish
Spanish Thick Hot Chocolate,"cornstarch,instant coffee,milk,semisweet chocolate",spanish
Churros,"all-purpose flour,butter,cornstarch,dark chocolate,eggs,ground cinnamon,margarine,milk,olive oil,salt,sugar,vegetable oil,water",spanish
Homemade Garlic Oil,"garlic,olive oil",spanish
Gambas Pil-Pil -- Chili Shrimp (Spain),"crushed red pepper flakes,extra virgin olive oil,garlic cloves,lemons,salt,shrimp",spanish
Carquinyolis - Almond Biscotti,"active dry yeast,confectioners' sugar,eggs,flour,ground aniseed,ground cinnamon,lemons, zest of,toasted almonds",spanish
Spanish Tomato Bread With Jamon Serrano (Serrano Ham),"baguette,garlic cloves,olive oil,pepper,salt,serrano ham,tomatoes",spanish
Pisto (Spanish Vegetable Stir-Fry),"cumin,eggplants,extra virgin olive oil,garlic cloves,green bell peppers,onions,paprika,potatoes,red bell peppers,salt & pepper,tomatoes,water,zucchini",spanish
Cauliflower With Garlic and Paprika,"bread,cauliflower,garlic cloves,ground pepper,Italian parsley,lemon juice,olive oil,pine nuts,salt,sweet paprika,water",spanish
Spanish Lentil Soup With Chorizo,"chorizo sausages,dry green lentils,garlic cloves,linguica sausage,olive oil,onions,potatoes,salt & pepper,water",spanish
Homemade Mayonnaise,"Dijon mustard,egg yolks,fresh lemon juice,granulated sugar,grapeseed oil,sea salt,white wine vinegar",spanish
Wrinkled Potatoes (Papas Arrugadas),"new potatoes,sea salt",spanish
Mojo Picon (Garlic Sauce),"breadcrumbs,cumin seeds,dried chilies,garlic cloves,olive oil,paprika,red wine vinegar,salt,water",spanish
Manchego Con Tomates Y Romero,"cracked black pepper,fresh rosemary,manchego cheese,sea salt,Spanish olive oil,tomatoes,walnuts",spanish
Andorran Escudella,"chicken thighs,dry white beans,garbanzo beans,green cabbage,ham bone,ham steaks,marrow,pasta shells,pork sausage,salt and pepper,uncooked rice,white potatoes",spanish
Pa Amb Tomaquet (Tomato Toast),"crusty Italian bread,French bread,garlic,olive oil,sea salt,tomatoes",spanish
Escalivada (Eggplant Salad With Onions and Peppers),"eggplants,fresh lemon juice,garlic cloves,olive oil,parsley,pepper,red bell peppers,red Spanish onions,salt,tomatoes,yellow onions",spanish
Tapas Style Spanish  Rioja Marinated Chorizo Sausage,"black peppercorns,chorizo sausage,dried bay leaves,flat leaf parsley,rioja wine,toothpicks",spanish
Caldeirada (Portuguese Fish Stew),"bell peppers,fish,fresh parsley,laurel leaves,olive oil,onions,potatoes,saffron threads,salt,tomatoes,water,white wine",spanish
Spicy Seared Scallops Tapas,"butter,capers,Dijon mustard,dried parsley,dry white wine,garlic cloves,grape tomatoes,lemons,olive oil,red onions,red pepper flakes,salt,sea scallops",spanish
Rosquillas (Spanish Doughnuts),"anise seeds,anise-flavored liqueur,baking powder,eggs,lemons, zest of,light oil,self raising flour,sugar",spanish
Spanish Roscon De Reyes - Twelfth Night Bread,"brandy,butter,candied fruit,egg whites,eggs,lemons, rind of,milk,oranges, rind of,salt,sugar,unbleached flour,water,yeast",spanish
Zarangollo -  Scrambled Eggs With Zucchini and Onion - Spain,"dry oregano,eggs,garlic cloves,lemon juice,olive oil,onions,parsley,pepper,salt,zucchini",spanish
Ensalada De Manzanas Con Manchego,"apple cider vinegar,cracked black pepper,extra virgin olive oil,fresh chives,granny smith apples,lemon wedges,manchego cheese,romaine lettuce,salt,walnuts",spanish
Gratin Coliflor - Spanish Cauliflower Gratinada,"butter,cauliflower,flour,hard-boiled eggs,milk,parmesan cheese,parsley,pepper,salt",spanish
Arroz Con Costra (Crusty Rice With Pork and Chicken),"black pudding,bratwursts,chicken stock cubes,chickpeas,eggs,frozen peas,garlic cloves,lean pork,long grain rice,olive oil,skinless chicken breasts,tomato puree,turmeric powder,water",spanish
Sopa Ajo Blanco - White Gazpacho,"blanched almonds,extra virgin olive oil,garlic cloves,green grapes,heavy cream,hot paprika,low sodium chicken broth,olive oil,sea salt,sherry wine vinegar,white bread,white bread cubes,white pepper",spanish
Brazo Gitano Navideño ( Niño Envuelto ),"butter,dulce de leche,egg whites,egg yolks,flour,granulated sugar,marmalade,salt",spanish
Pulpo a la Gallega,"bay leaves,extra virgin olive oil,hot paprika,octopus,onions,potatoes,sea salt",spanish
Hake in White Wine (Merluza a La Vasca),"all-purpose flour,dry white wine,extra virgin olive oil,fresh parsley,garlic cloves,hake fillets,pepper,salt,scallions",spanish
Horchata De Almendra (Almond Horchata) from Spain,"almonds,cinnamon sticks,lemons,salt,sugar,water",spanish
Stuffed Piquillo Peppers,"black pepper,cooking spray,diced tomatoes,flat leaf parsley,garlic cloves,long grain brown rice,manchego cheese,parsley sprigs,piquillo peppers,saffron threads,salt,water",spanish
Ensalada Valenciana,"fresh ground black pepper,lettuce,olive oil,onions,oranges,red wine vinegar,salad greens,salt",spanish
Mejillones Antonio,"extra virgin olive oil,green bell peppers,lemons,mussels,pepper,red bell peppers,red onions,salt",spanish
Authentic Spanish Paella,"bell peppers,chicken stock,chorizo sausages,fresh parsley,fresh thyme,garlic cloves,green beans,lemons,onions,paprika,plum tomatoes,rabbit,rice,saffron,shrimp,tomato paste",spanish
Baked Spanish Risotto,"cherry tomatoes,chicken thigh fillets,chorizo sausage,fresh rosemary,garlic cloves,hot chicken broth,olive oil,raw shrimp,red onions,risotto rice,saffron strands,salt and black pepper",spanish
Paella 'a l'Americaine,"bay leaves,black olives,chicken broth,chicken drumsticks,chicken thighs,chickpeas,chorizo sausage,converted rice,dry white wine,fresh green beans,garlic,green bell peppers,green peas,ground coriander,Italian sausage,lemons,olive oil,onions,oregano,paprika,parsley sprigs,pork sausage,raw shrimp,red bell peppers,rice,saffron strands,salt and pepper,Spanish rice,thyme,tomatoes,vermouth",spanish
Achiote - Spanish Food Coloring,"annatto seeds,corn oil",spanish
Spinach With Pine Nuts,"extra virgin olive oil,fresh spinach,garlic cloves,pine nuts,salt and pepper,sultanas",spanish
Alfresco Dining - Seafood Paella and Saffron Aioli,"bay leaves,chicken stock,clams,egg yolks,extra virgin olive oil,fish stock,fresh lemon juice,fresh parsley,fresh peas,frozen peas,garlic cloves,kosher salt,large shrimp,lemon wedges,mussels,olive oil,onions,paprika,plum tomatoes,red bell peppers,saffron threads,short-grain rice,squid rings",spanish
Quick Chicken Paella,"boneless skinless chicken thighs,chicken stock,diced tomatoes,garlic cloves,ground black pepper,long grain rice,olive oil,onions,paprika,salt,turmeric,zucchini",spanish
Bringhe (Filipino Paella),"bay leaves,cayenne pepper,chicken,chorizo sausage,coconut milk,garlic cloves,ginger,glutinous rice,green chilies,hard-boiled eggs,long grain rice,nam pla,onions,peanut oil,red bell peppers,salt,shrimp paste",spanish
